work_id,seq,event_type,timestamp
W00072,4,PROGRESS_UPDATE,2023-09-27
W00072,5,PAYMENT,2023-11-13
W00072,6,COMPLETION,2024-05-16
W00072,7,EVIDENCE_UPLOAD,2024-05-17
W00073,1,RECOMMEND,2023-05-14
W00073,2,SANCTION,2023-07-10
W00073,3,EXECUTION_START,2023-07-25
W00073,4,PROGRESS_UPDATE,2023-09-18
W00073,5,PAYMENT,2023-11-21
W00074,1,RECOMMEND,2024-08-25
W00074,2,SANCTION,2024-09-30
W00074,3,EXECUTION_START,2024-11-04
W00074,4,PROGRESS_UPDATE,2024-11-25
W00074,5,PAYMENT,2024-12-25
W00074,6,COMPLETION,2025-07-12
W00074,7,EVIDENCE_UPLOAD,2025-07-17
W00075,1,RECOMMEND,2024-07-13
W00075,2,SANCTION,2024-09-22
W00075,3,EXECUTION_START,2024-10-19
W00075,4,PROGRESS_UPDATE,2024-12-08
W00075,5,PAYMENT,2024-12-01
W00075,6,COMPLETION,2025-01-09
W00075,7,EVIDENCE_UPLOAD,2025-01-10
W00076,1,RECOMMEND,2024-08-24
W00076,2,SANCTION,2024-10-15
W00077,1,RECOMMEND,2025-12-26
W00077,2,SANCTION,2026-02-07
W00077,3,EXECUTION_START,2026-03-08
W00077,4,PROGRESS_UPDATE,2026-04-24
W00077,5,PAYMENT,2026-07-26
W00077,6,COMPLETION,2026-05-22
W00077,7,EVIDENCE_UPLOAD,2026-05-24
W00078,1,RECOMMEND,2023-09-15
W00078,2,SANCTION,2023-11-15
W00078,3,EXECUTION_START,2023-12-07
W00078,4,PROGRESS_UPDATE,2024-01-18
W00078,5,PAYMENT,2024-01-20
W00078,6,COMPLETION,2024-05-13
W00078,7,EVIDENCE_UPLOAD,2024-05-17
W00079,1,RECOMMEND,2025-05-27
W00079,2,SANCTION,2025-07-09
W00080,1,RECOMMEND,2025-10-19
W00080,2,SANCTION,2025-12-26
W00080,3,EXECUTION_START,2026-01-27
W00080,4,PROGRESS_UPDATE,2026-02-23
W00080,5,PAYMENT,2026-07-29
W00080,6,COMPLETION,2026-07-14
W00080,7,EVIDENCE_UPLOAD,2026-07-15
W00081,1,RECOMMEND,2024-07-23
W00081,2,SANCTION,2024-09-15
W00081,3,EXECUTION_START,2024-10-26
W00081,4,PROGRESS_UPDATE,2024-12-07
W00081,5,PAYMENT,2025-03-29
W00081,6,COMPLETION,2025-05-02
W00081,7,EVIDENCE_UPLOAD,2025-05-03
W00082,1,RECOMMEND,2023-08-31
W00082,2,SANCTION,2023-10-30
W00082,3,EXECUTION_START,2023-12-04
W00082,4,PROGRESS_UPDATE,2024-02-06
W00082,5,PAYMENT,2024-02-10
W00082,6,COMPLETION,2024-06-19
W00082,7,EVIDENCE_UPLOAD,2024-06-22
W00083,1,RECOMMEND,2025-08-28
W00083,2,SANCTION,2025-11-25
W00083,3,EXECUTION_START,2025-12-10
W00083,4,PROGRESS_UPDATE,2026-01-22
W00083,5,PAYMENT,2026-06-01
W00084,1,RECOMMEND,2024-12-05
W00084,2,SANCTION,2025-01-15
W00084,3,EXECUTION_START,2025-02-16
W00084,4,PROGRESS_UPDATE,2025-03-21
W00084,5,PAYMENT,2025-07-15
W00084,6,COMPLETION,2025-07-26
W00084,7,EVIDENCE_UPLOAD,2025-07-26
W00085,1,RECOMMEND,2025-01-11
W00085,2,SANCTION,2025-03-14
W00085,3,EXECUTION_START,2025-04-08
W00085,4,PROGRESS_UPDATE,2025-05-31
W00085,5,PAYMENT,2025-07-17
W00086,1,RECOMMEND,2023-08-14
W00086,2,SANCTION,2023-10-19
W00086,3,EXECUTION_START,2023-11-27
W00086,4,PROGRESS_UPDATE,2024-01-30
W00086,5,PAYMENT,2024-02-16
W00086,6,COMPLETION,2024-06-04
W00086,7,EVIDENCE_UPLOAD,2024-06-09
W00087,1,RECOMMEND,2024-06-12
W00087,2,SANCTION,2024-07-22
W00087,3,EXECUTION_START,2024-08-07
W00087,4,PROGRESS_UPDATE,2024-10-22
W00087,5,PAYMENT,2025-01-09
W00087,6,COMPLETION,2025-03-25
W00087,7,EVIDENCE_UPLOAD,2025-03-31
W00088,1,RECOMMEND,2023-04-17
W00088,2,SANCTION,2023-05-27
W00088,3,EXECUTION_START,2023-06-24
W00088,4,PROGRESS_UPDATE,2023-08-30
W00088,5,PAYMENT,2023-07-24
W00088,6,COMPLETION,2024-02-02
W00088,7,EVIDENCE_UPLOAD,2024-02-06
W00089,1,RECOMMEND,2024-11-06
W00089,2,SANCTION,2025-01-22
W00089,3,EXECUTION_START,2025-02-15
W00089,4,PROGRESS_UPDATE,2025-03-24
W00089,5,PAYMENT,2025-04-15
W00089,6,COMPLETION,2025-05-24
W00089,7,EVIDENCE_UPLOAD,2025-05-25
W00090,1,RECOMMEND,2025-11-13
W00090,2,SANCTION,2025-12-29
W00090,3,EXECUTION_START,2026-01-18
W00090,4,PROGRESS_UPDATE,2026-02-11
W00090,5,PAYMENT,2026-02-17
W00091,1,RECOMMEND,2025-09-15
W00091,2,SANCTION,2025-11-24
W00091,3,EXECUTION_START,2025-12-16
W00091,4,PROGRESS_UPDATE,2026-01-25
W00091,5,PAYMENT,2026-05-10
W00092,1,RECOMMEND,2024-01-05
W00092,2,SANCTION,2024-03-17
W00093,1,RECOMMEND,2025-10-13
W00093,2,SANCTION,2025-12-24
W00093,3,EXECUTION_START,2026-02-05
W00093,4,PROGRESS_UPDATE,2026-03-05
W00093,5,PAYMENT,2026-04-29
W00093,6,COMPLETION,2026-10-11
W00093,7,EVIDENCE_UPLOAD,2026-10-13
W00094,1,RECOMMEND,2023-09-05
W00094,2,SANCTION,2023-11-07
W00094,3,EXECUTION_START,2023-11-27
W00094,4,PROGRESS_UPDATE,2023-12-25
W00094,5,PAYMENT,2024-03-29
W00094,6,COMPLETION,2024-03-23
W00094,7,EVIDENCE_UPLOAD,2024-03-30
W00095,1,RECOMMEND,2024-04-07
W00095,2,SANCTION,2024-05-10
W00095,3,EXECUTION_START,2024-06-05
W00095,4,PROGRESS_UPDATE,2024-08-03
W00095,5,PAYMENT,2024-09-18
W00095,6,COMPLETION,2025-01-23
W00095,7,EVIDENCE_UPLOAD,2025-01-25
W00096,1,RECOMMEND,2023-06-21
W00096,2,SANCTION,2023-09-06
W00096,3,EXECUTION_START,2023-10-03
W00096,4,PROGRESS_UPDATE,2023-11-30
W00096,5,PAYMENT,2024-03-11
W00096,6,COMPLETION,2024-04-15
W00096,7,EVIDENCE_UPLOAD,2024-04-15
W00097,1,RECOMMEND,2024-09-18
W00097,2,SANCTION,2024-11-22
W00098,1,RECOMMEND,2024-05-20
W00098,2,SANCTION,2024-07-30
W00098,3,EXECUTION_START,2024-08-22
W00098,4,PROGRESS_UPDATE,2024-09-18
W00098,5,PAYMENT,2025-01-21
W00098,6,COMPLETION,2025-04-29
W00098,7,EVIDENCE_UPLOAD,2025-05-02
W00099,1,RECOMMEND,2025-11-18
W00099,2,SANCTION,2026-01-03
W00099,3,EXECUTION_START,2026-01-31
W00099,4,PROGRESS_UPDATE,2026-02-25
W00099,5,PAYMENT,2026-06-17
W00099,6,COMPLETION,2026-11-13
W00099,7,EVIDENCE_UPLOAD,2026-11-18
W00100,1,RECOMMEND,2023-04-16
W00100,2,SANCTION,2023-06-26
W00100,3,EXECUTION_START,2023-07-24
W00100,4,PROGRESS_UPDATE,2023-10-16
W00100,5,PAYMENT,2023-09-18
W00100,6,COMPLETION,2024-03-26
W00100,7,EVIDENCE_UPLOAD,2024-04-01
W00101,1,RECOMMEND,2025-05-20
W00101,2,SANCTION,2025-08-10
W00101,3,EXECUTION_START,2025-08-29
W00101,4,PROGRESS_UPDATE,2025-10-25
W00101,5,PAYMENT,2026-02-06
W00102,1,RECOMMEND,2024-12-11
W00102,2,SANCTION,2025-01-30
W00102,3,EXECUTION_START,2025-03-06
W00102,4,PROGRESS_UPDATE,2025-05-08
W00102,5,PAYMENT,2025-08-14
W00102,6,COMPLETION,2025-08-26
W00102,7,EVIDENCE_UPLOAD,2025-08-31
W00103,1,RECOMMEND,2023-07-23
W00103,2,SANCTION,2023-10-16
W00103,3,EXECUTION_START,2023-11-30
W00103,4,PROGRESS_UPDATE,2024-01-16
W00103,5,PAYMENT,2024-02-26
W00103,6,COMPLETION,2024-04-23
W00103,7,EVIDENCE_UPLOAD,2024-04-26
W00104,1,RECOMMEND,2025-01-25
W00104,2,SANCTION,2025-02-28
W00104,3,EXECUTION_START,2025-04-09
W00104,4,PROGRESS_UPDATE,2025-05-24
W00104,5,PAYMENT,2025-08-05
W00104,6,COMPLETION,2025-08-11
W00104,7,EVIDENCE_UPLOAD,2025-08-12
W00105,1,RECOMMEND,2025-01-22
W00105,2,SANCTION,2025-03-11
W00106,1,RECOMMEND,2023-08-07
W00106,2,SANCTION,2023-10-23
W00106,3,EXECUTION_START,2023-11-10
W00106,4,PROGRESS_UPDATE,2023-12-21
W00106,5,PAYMENT,2024-05-05
W00107,1,RECOMMEND,2025-01-10
W00107,2,SANCTION,2025-02-27
W00107,3,EXECUTION_START,2025-03-14
W00107,4,PROGRESS_UPDATE,2025-04-03
W00107,5,PAYMENT,2025-08-04
W00107,6,COMPLETION,2025-09-14
W00107,7,EVIDENCE_UPLOAD,2025-09-15
W00108,1,RECOMMEND,2024-10-05
W00108,2,SANCTION,2024-12-20
W00108,3,EXECUTION_START,2025-01-04
W00108,4,PROGRESS_UPDATE,2025-03-22
W00108,5,PAYMENT,2025-06-22
W00109,1,RECOMMEND,2023-06-29
W00109,2,SANCTION,2023-09-14
W00109,3,EXECUTION_START,2023-10-24
W00109,4,PROGRESS_UPDATE,2023-12-11
W00109,5,PAYMENT,2024-02-11
W00109,6,COMPLETION,2024-02-27
W00109,7,EVIDENCE_UPLOAD,2024-03-03
W00110,1,RECOMMEND,2024-12-05
W00110,2,SANCTION,2025-02-23
W00110,3,EXECUTION_START,2025-03-10
